Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_KEYWORDS	Cytoskeleton	8	57.14285714285714	3.478668750646006E-5	P53486, Q9NRC6, O17320, P13395, P21333, Q8TE73, P02549, Q9VEN1	14	461	5391	6.682367524016114	0.002085060789072002	0.002085060789072002	0.03485657052652025
UP_KEYWORDS	Actin-binding	5	35.714285714285715	1.0182414401591134E-4	Q9NRC6, P13395, P21333, P02549, Q9VEN1	14	110	5391	17.503246753246753	0.006091133078970912	0.003050218455799447	0.10199785216485902
UP_KEYWORDS	Actin capping	3	21.428571428571427	2.9168047690031546E-4	Q9NRC6, P13395, P02549	14	11	5391	105.01948051948051	0.017351087104418017	0.005817473067463497	0.29192799693754656
UP_KEYWORDS	Cytoplasm	11	78.57142857142857	0.002009671269718351	P53486, Q9NRC6, O17320, Q8WZ42, P13395, Q92005, P21333, Q5EAJ7, Q8TE73, P02549, Q9VEN1	14	1841	5391	2.3008070148211375	0.11370161030026171	0.029724668184969882	1.995864560869709
UP_KEYWORDS	Calcium	5	35.714285714285715	0.0036454889345399182	Q23551, Q8WZ42, P13395, Q2PZL6, P02549	14	283	5391	6.803382130237255	0.196781899935348	0.042879325738347296	3.5938905199115356
UP_KEYWORDS	Calmodulin-binding	3	21.428571428571427	0.00568842337093733	Q23551, Q8WZ42, P13395	14	48	5391	24.066964285714285	0.2898505542935501	0.055449986132414475	5.556669810317539
UP_KEYWORDS	Cell shape	2	14.285714285714285	0.01676762598093049	P13395, P02549	14	7	5391	110.0204081632653	0.637448100748491	0.13492674872756483	15.588305296773797
UP_KEYWORDS	Disease mutation	4	28.57142857142857	0.017100309215764675	Q8WZ42, P21333, Q8TE73, P02549	14	236	5391	6.526634382566585	0.6447354231866612	0.12134377886871528	15.874100105310484
UP_KEYWORDS	Nucleotide-binding	6	42.857142857142854	0.025776241752771042	P53486, Q23551, O17320, Q8WZ42, Q92005, Q8TE73	14	754	5391	3.0642288745737023	0.7912997418231067	0.15978304138200417	23.026453659412105
UP_KEYWORDS	ATP-binding	5	35.714285714285715	0.052308493208046966	P53486, Q23551, O17320, Q8WZ42, Q8TE73	14	617	5391	3.1205140078721927	0.9601875128234082	0.2755608188983133	41.633391510382204
UP_KEYWORDS	Polymorphism	6	42.857142857142854	0.08856901265830586	Q9NRC6, A8TX70, Q8WZ42, P21333, Q8TE73, P02549	14	1045	5391	2.2109364319890634	0.9961679832999214	0.39700795713661996	60.52106227871783
UP_KEYWORDS	Coiled coil	6	42.857142857142854	0.08886977433035702	Q23551, A8TX70, Q8WZ42, P13395, Q8TE73, P02549	14	1046	5391	2.208822726031139	0.9962431206772736	0.37208295768413935	60.65142623088127
